Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Item Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
UNIBIC DOOSRA JEERA COOKIES 150GM,UNIBIC DOOSRA JEERA,19053100,8906010000000,GST @18%,30,30,4,22.12,88.48,BISCUITS,UNIBIC,<Add New>,,,,
UNIBIC CASHEW COOKIES FAMILY150GM,UNIBIC CASHEW COOKIE,19053100,8906010000000,GST @18%,40,40,0,29.5,0,BISCUITS,UNIBIC,<Add New>,,,,
RITE BITE MAX PROTEIN CHOCO ALMOND 100GM,RITE BITE MAX PROTEI,21069099,8906010000000,GST @18%,170,170,10,115.25,1152.5,"CHOCOLATES,SWEETS AND CANDIES",RITE BITE,ENERGY AND HEALTH DRINKS,,,,
RITE BITE MAX PROTEIN CHOCO BERRY 100GM,RITE BITE MAX PROTEI,21069099,8906010000000,GST @18%,170,170,6,115.25,691.5,"CHOCOLATES,SWEETS AND CANDIES",RITE BITE,ENERGY AND HEALTH DRINKS,,,,
JABSONS ROASTED PEANUTS LEMON & CHILLI 140GM,JABSONS ROASTED PEAN,20081920,8904070000000,GST @12%,50,50,3,35.71,107.13,"SNACKS,CHIPS",JABSONS,SNACKS,,,,
EVEREADY 9V 1216+AA1015,VEEREADY 9V 1216+101,85061000,8901690000000,GST @28%,40,40,13,30.4,395.2,ELECTRONIC ITEMS,EVEREADY,BATTERIES,,,,
GARNIER SHAMPOO ULTRA BLENDS SOY MILK & ALMONDS 360ML+CONDITIONER 175ML FREE,GARNIER SHAMPOO ULTR,33051090,8901530000000,GST @28%,230,230,1,182.54,182.54,PERSONAL CARE,GARNIER,HAIR CARE,,,,
GARNIER FACEWASH NEEM PURE ACTIVE  PURIFYING 50GM,GARNIER FACEWASH PUR,0,8901530000000,GST @12%,45,45,0,34.78,0,PERSONAL CARE,GARNIER,SKIN CARE,,,,
BORO PLUS COCOA SOFT MOISTURISING LOTION 20ML,BORO PLUS COCOA SOFT,0,16344,Tax 5%,20,20,0,17.32,0,PERSONAL CARE,BORO PLUS,SKIN CARE,,,,
CORNITOS TACO SHELLS 6SHELLS 80GM,CORNITOS TACO SHELLS,21069099,8908000000000,GST @12%,110,110,4,85.4,341.6,READY TO EAT,CORNITOS,<Add New>,,,,
HIMALAYA TOOTH PASTE SPARKLING WHITE FRESH GEL 80GM,HIM.T/P.SPARK.WHITE,33061020,8901140000000,GST @18%,60,57,0,43.91,0,PERSONAL CARE,HIMALAYA,ORAL CARE,,,,
HALDIRAMS SOAN PAPDI CHOCOLATE FLAVOUR 500GM,HALDIRAMS SOAN PAPDI,0,8904060000000,Tax 5%,140,140,0,120,0,"CHOCOLATES,SWEETS AND CANDIES",HALDIRAMS,INDIAN SWEETS,,,,
SAVLON HANDWASH HERBAL SENSITIVE 185ML,SAVLON HANDWASH HERB,0,8901730000000,GST @28%,42,42,3,33.94,101.82,PERSONAL CARE,SAVLON,SKIN CARE,,,,
MAGGI HOTHEADS BARBEQUE PEPPER NOODLES 284GM,MAGGI HOT HEADS BARB,19023010,8901060000000,GST @12%,75,75,10,60.6,606,"SNACKS,CHIPS",MAGGI,INSTANT NOODLES,,,,
MAGGI HOTHEADS PERIPERI NOODLES 284GM,MAGGI HOTHEADS PERIP,19023010,8901060000000,GST @18%,75,75,3,60.6,181.8,"SNACKS,CHIPS",MAGGI,INSTANT NOODLES,,,,
MAGGI SOUP WINTER VEGETACLES WITH GINGER 15GM,MAGGI SOUP WINTER VE,21041010,8901060000000,GST @18%,15,15,20,11.66,233.2,DRINKS AND BEVERAGES,MAGGI,SOUPS,,,,
MAGGI SOUP VEGETABLE WITH CHILLI PEPPER 15GM,MAGGI SOUP VEGETABLE,21041010,8901060000000,GST @18%,15,15,27,11.66,314.82,DRINKS AND BEVERAGES,MAGGI,SOUPS,,,,
COLGATE TOOTH PASTE SENSITIVE CLOVE ESSENCE 2X80GM,COL.T/P.SENS.CLOVE E,0,8901310000000,GST @18%,105,105,2,81.16,162.32,PERSONAL CARE,COLGATE,ORAL CARE,,,,
SUNSILK CONDITIONER LUSCIOUSLY THICK & LONG KERATIN YOGHURT 180ML,SUN.CON.THICK&LONG,33051090,8901030000000,GST @18%,149,149,0,114.79,0,PERSONAL CARE,SUNSLIK,HAIR CARE,,,,
HEAD & SHOULDER CONDITIONER ANTI HAIRFALL 80ML,H&S.CON.ANTI HAIRFAL,3305,4902430000000,GST @18%,75,75,0,55.27,0,PERSONAL CARE,HEAD & SHOULDERS,HAIR CARE,,,,
AMUL ICE CREAM PUNJABI KULFI MAWA ELAICHI 60ML,AMUL ICE CREAM PUNJA,2105000,8901260000000,GST @18%,20,20,30,13.28,398.4,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
WHISPER ULTRA SOFT 2X SOFTER XL 30PADS,WHISPER ULTRA SOFT 2,96190010,4902430000000,GST @12%,285,285,0,221.28,0,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
WHISPER ULTRA SOFT 2X SOFTER L 30PADS,WHISPER ULTRA SOFT 2,9619,4902430000000,GST @12%,245,245,2,190.2,380.4,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
WHISPER ULTRA SOFT 2X SOFTER L 15PADS,WHISPER ULTRA SOFT ,96190010,4902430000000,GST @12%,135,135,4,107.63,430.52,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
WHISPER ULTRA SOFT 2X SOFTER L 7PADS,WHISPER ULTRA SOFT ,96190010,4902430000000,GST @12%,64,64,1,51.02,51.02,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
WHISPER ULTRA SOFT 2X SOFTER XL 15PADS,WHISPER ULTRA SOFT ,96190010,4902430000000,GST @12%,160,160,3,127.55,382.65,PERSONAL CARE,WHISPER,SANITARY NEEDS,,,,
UNIBIC CHOCO KISS COOKIES 75GM,UNIBIC CHOCO KISS CO,19053100,8906010000000,GST @18%,35,35,7,25.81,180.67,BISCUITS,UNIBIC,COOKIES,,,,
HAMDARD PACHNOL NATURAL DIGESTIVE TABLET 100N,HAMDARD PACHNOL NATU,30049011,8901450000000,Tax 5%,33,33,3,27.33,81.99,HEALTH,HAMDARD,<Add New>,,,,
HAMDARD SAFI NATURAL BLOOD PURIFIER 500ML,HAMDARD SAFI NATURAL,30049011,8901450000000,GST @12%,200,200,1,155.28,155.28,HEALTH,HAMDARD,<Add New>,,,,
NIRMA SOAP DETERGENT CAKE 130GM,NIRMA SOAP DETERGENT,0,8901110000000,GST @18%,5,5,34,3.88,131.92,"HOUSEHOLD,KITCHEN,BATHROOM",NIRMA,WASHING  DETERGENTS,,,,
NIRMA SOAP DETERGENT CAKE 200GM,NIRMA SOAP DETERGENT,0,8901110000000,GST @12%,10,10,43,7.85,337.55,"HOUSEHOLD,KITCHEN,BATHROOM",NIRMA,WASHING  DETERGENTS,,,,
ORBIT LEMON & LIME FLAVOURED SUGAR FREE CHEWING GUM 4.4GM,ORBIT LEMON & LIME F,21069099,89007600,GST @18%,5,5,12,3.68,44.16,"CHOCOLATES,SWEETS AND CANDIES",ORBIT,CHEWING GUM,,,,
GOWARDHAN CHEESE SLICE PIRI PIRI 200GM,GOWARDHAN CHEESE SLI,4062000,8906000000000,GST @12%,140,140,0,103.41,0,BREAD AND DAIRY,GOWARDHAN,DAIRY PRODUCTS,,,,
TOPS SOYA SAUCE 240GM,TOPS SOYA SAUCE 240G,21031000,846597000000,GST @12%,47,47,3,32.3,96.9,"SAUCES,JAMS,PICKLES",TOPS,SACUES,,,,
TOPS RED CHILLI SAUCE 200GM,TOPS RED CHILLI SAUC,21039020,846597000000,GST @12%,47,47,2,32.3,64.6,"SAUCES,JAMS,PICKLES",TOPS,SACUES,,,,
TOPS GREEN CHILLI SAUCE 200GM,TOPS GREEN CHILLI SA,21031000,846597000000,GST @12%,47,47,3,32.3,96.9,"SAUCES,JAMS,PICKLES",TOPS,SACUES,,,,
TOPS CAKE MIX PINEAPPLE EGG LESS 250GM,TOPS CAKE MIX PINEAP,0,846597000000,GST @18%,95,95,1,74.5,74.5,BAKING AND DESSERT,TOPS,BAKING INGREDIENTS,,,,
TOPS CAKE MIX VANILLA EGG LESS 250GM,TOPS CAKE MIX VANILL,0,846597000000,GST @12%,95,95,1,74.5,74.5,BAKING AND DESSERT,TOPS,BAKING INGREDIENTS,,,,
TOPS CAKE MIX CHOCOLATE EGG LESS 250GM,TOPS CAKE MIX CHOCOL,0,846597000000,GST @12%,95,95,1,74.5,74.5,BAKING AND DESSERT,TOPS,BAKING INGREDIENTS,,,,
GARNIER SHAMPOO ULTRA BLENDS 5 PRECIOUS HERBS 175ML+CONDITIONER 75ML FREE,GARNIER SHAMPOO ULT,0,8901530000000,GST @28%,120,120,2,95.24,190.48,PERSONAL CARE,GARNIER,HAIR CARE,,,,
GARNIER SHAMPOO ULTRA BLENDS HENNA BLACKBERRY 175ML+CONDITIONER75ML FREE,GARNIER SHAMPOO ULTR,33051090,8901530000000,GST @28%,120,120,1,95.24,95.24,PERSONAL CARE,GARNIER,HAIR CARE,,,,
GARNIER COLOR NATURALS CREAM 3 DARKEST BROWN 3OILS,GARNIER COLOR NATURA,0,8901530000000,GST @12%,65,65,0,51.59,0,PERSONAL CARE,GARNIER,HAIR CARE,,,,
SWISS NATUREN CHICKEN SAUSAGE 500GM,SWISS NATUREN CHICKE,0,8906020000000,Tax 5%,225,225,0,180,0,"FROZEN FOODS,ICE-CREAM",SWISS NATURE,FROZEN NON VEG,,,,
EVERYUTH FACEWASH TULSI TURMERIC 100GM,EVERYUTH FACEWASH TU,3304,8901550000000,GST @18%,84,84,2,63,126,PERSONAL CARE,EVERYUTH,SKIN CARE,,,,
NOBLE FOODS HIGH PROTEIN MIX 180GM,NOBLE FOODS HIGH PRO,0,8908010000000,GST @12%,80,80,1,52.63,52.63,"SNACKS,CHIPS",NOBLE,SNACKS,,,,
AMUL BUTTER LITE 100GM,AMUL BUTTER LITE 100,15171021,8901260000000,GST @5%,32,32,12,26.17,314.04,BREAD AND DAIRY,AMUL,DAIRY PRODUCTS,,,,
NIVEA LIP BLUM CARE & COLOUR RUBY RED 4.8GM,NIVEA LIP BLUM CARE,33041000,4005900000000,GST @18%,200,200,2,147.38,294.76,PERSONAL CARE,NIVEA,SKIN CARE,,,,
FOXS FRUITS LEMON&ORANGE FLAVOURED 125GM,FOXS FRUITS LEMON&OR,17049090,8992700000000,GST @18%,65,65,5,39.5,197.5,"CHOCOLATES,SWEETS AND CANDIES",FOXS,TOFFEES AND CANDY,,,,
FOXS FRUITS APPLE&PEACH 125GM,FOXS FRUITS APPLE&PE,17049090,8992700000000,GST @18%,65,65,2,39.5,79,"CHOCOLATES,SWEETS AND CANDIES",FOXS,TOFFEES AND CANDY,,,,
GOODWYN LEMON TEA 20BAGS,GOODWYN LEMON TEA,902,16385,Tax 5%,150,150,2,124.22,248.44,DRINKS AND BEVERAGES,GOODWYN,TEA AND COFFEE,,,,
GOODWYA GREEN TEA 20BAGS,GOODWYA GREEN TEA 20,0,16386,Tax 5%,150,150,0,124.22,0,DRINKS AND BEVERAGES,GOODWYN,TEA AND COFFEE,,,,
GOODWYN JASMINE GREEN TEA 20BAGS,GOODWYN JASMINE GREE,9021020,16387,GST @5%,150,150,2,124.22,248.44,DRINKS AND BEVERAGES,GOODWYN,TEA AND COFFEE,,,,
NESTLE MILKYBAR PARTY PACK 78GM,NESTLE MILKYBAR PART,17049090,8901060000000,GST @18%,60,60,1,48.48,48.48,"CHOCOLATES,SWEETS AND CANDIES",NESTLE,CHOCOLATES,,,,
DORITOS NACHO CHEESE FLAVOUR 30GM,DORITOS NACHO CHEESE,21069099,8901490000000,GST @12%,25,25,47,20.53,964.91,"SNACKS,CHIPS",DORITOS,SNACKS,,,,
TURKEL DRIED APRICOTS 400GM,TURKEL DRIED APRICOT,8091000,8696740000000,GST @12%,340,280,6,170,1020,FRUITS & VEGETABLES,<Add New>,DRY FRUITS,,,,
FINE ART STRAW 100PCS,FINE ART STRAW 100PC,0,6922620000000,Tax 5%,75,75,1,60,60,"HOUSEHOLD,KITCHEN,BATHROOM",<Add New>,HOUSEHOLD ACCESSORIES,,,,
MARGO SOAP ORIGINAL NEEM 2X100GM,MARGO SOAP ORIGINAL,34011190,8902100000000,GST @18%,45,45,9,36.29,326.61,PERSONAL CARE,MARGO,SKIN CARE,,,,
SNICKERS CHOCOLSTE 5X50GM,SNICKERS CHOCOLSTE 5,0,8906000000000,GST @28%,150,150,1,118,118,"CHOCOLATES,SWEETS AND CANDIES",SNICKERS,CHOCOLATES,,,,
DIMSUM HOT GARLIC MIX VEG 250GM,DIMSUM HOT GARLIC MI,0,16394,GST @12%,99,99,3,70.4,211.2,"SNACKS,CHIPS",<Add New>,SNACKS,,,,
ARAMUSK SOAP MUSK MEN BATH 3X125GM,ARAMUSK SOAP MUSK ME,34011190,8903110000000,GST @18%,144,144,1,111.96,111.96,PERSONAL CARE,ARAMUSK,SKIN CARE,,,,
CREMICA CARROT & CUCUMBER SANDWICH MAYO 300GM,CREMICA CARROT & CUC,2103,8904230000000,GST @18%,87,87,2,66.1,132.2,BREAD AND DAIRY,CREMICA,DAIRY PRODUCTS,,,,
CREMICA BURGER MAYO 300GM,CREMICA BURGER MAYO,2103,8904230000000,GST @12%,87,87,3,66.1,198.3,BREAD AND DAIRY,CREMICA,DAIRY PRODUCTS,,,,
CREMICA PIZZA PASTA SAUCE 300GM,CREMICA PIZZA PASTA ,2103,8904230000000,GST @12%,77,77,1,58.76,58.76,"SAUCES,JAMS,PICKLES",CREMICA,SACUES,,,,
CREMICA COMBO TOMATO KETCHUP 380GM+HONEY MUSTARS SAUCE 380GM,CREMICA TOMATO KETC,0,8904230000000,Tax 5%,135,135,4,109.89,439.56,"SAUCES,JAMS,PICKLES",CREMICA,SACUES,,,,
NEUTROGENA HAND CREAM CONCENTRADED 56GM,NEU.HAND CREAM ,0,8801010000000,GST @12%,300,300,0,231.88,0,PERSONAL CARE,NEUTROGENA,SKIN CARE,,,,
LIFEBUOY HAND SANITIZER IMMUNITY BOOSTING CARE 50ML,LIB.H.SANITIZER,38089400,8901030000000,GST @18%,70,70,1,49.43,49.43,PERSONAL CARE,LIFEBUOY,SKIN CARE,,,,
SUNSILK SHAMPOO STUNNING BLACK SHINE AMLA PEARL COMPLEX 180ML,SUN.SHM.BLACL SHINE,33051090,8901030000000,GST @18%,85,85,0,65.49,0,PERSONAL CARE,SUNSLIK,HAIR CARE,,,,
LUX SOAP ICONIC IRIS 75GM,LUX SOAP ICONIC IRIS,34011190,8901030000000,GST @18%,32,32,0,25.11,0,PERSONAL CARE,LUX,SKIN CARE,,,,
SAVLON HANDWASH DOUBLE STRENGTH 900ML,SAVLON HANDWASH DOUB,0,8901730000000,GST @12%,160,160,0,129.29,0,PERSONAL CARE,SAVLON,SKIN CARE,,,,
FIAMA GEL BAR SEAWEED & LEMONGRASS 100GM,FIAMA GEL BAR SEAWEE,0,8901730000000,GST @18%,38,38,7,30,210,PERSONAL CARE,FIAMA,SKIN CARE,,,,
VEGA HAIR CURLING IRON VHCH-01,VEGA HAIR CURL.IRON,0,16406,GST @12%,1399,1399,1,994.85,994.85,PERSONAL CARE,VEGA,HAIR CARE,,,,
MDH DHANIA POWDER POUCH 100GM,MDH DHANIA POWDER PO,0,8902170000000,Tax 5%,32,32,15,24.32,364.8,"GROCERY,DALS",MDH,"MASALAS,SPICES,SEASONINGS",,,,
MDH LAL MIRCH POWDER POUCH 100GM,MDH LAL MIRCH POWDER,0,8902170000000,Tax 5%,33,33,13,25.12,326.56,"GROCERY,DALS",MDH,"MASALAS,SPICES,SEASONINGS",,,,
ELLE 18 EYE DRAMA BOLD BLACK 0.35G,ELLE 18 EYE DRAMA BO,33042000,8901030000000,GST @18%,135,135,5,100.35,501.75,PERSONAL CARE,<Add New>,<Add New>,,,,
DETTOL SOAP COOL 42GM,DETTOL SOAP COOL 42G,3401,8901400000000,GST @18%,10,10,11,7.81,85.91,PERSONAL CARE,DETTOL,SKIN CARE,,,,
PAMPERS BABY PANTS LIGHT & DRY SMALL 60DIAPERS,PAM.BABY DRY.SMALL,0,4902430000000,GST @12%,699,699,0,517.78,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
PAMPERS PREMIUM CARE PANTS XL 24PANTS,PAMPERS PREMIUM CARE,9619,4902430000000,GST @12%,264,264,0,196.43,0,PERSONAL CARE,PAMPERS,BABY CARE,,,,
ARIEL MATIC FRONT LOAD 500GM,ARIEL MATIC FRONT LO,0,4902430000000,GST @28%,122,122,0,100.41,0,"HOUSEHOLD,KITCHEN,BATHROOM",ARIEL ,WASHING  DETERGENTS,,,,
WRIGLEYS DOUBLEMINT GUM STRONGMINT 4GUM TABS,WRIGLEYS DOUBLEMINT,17041000,89007686,GST @18%,5,5,6,3.68,22.08,"CHOCOLATES,SWEETS AND CANDIES",WRIGLEYS,CHEWING GUM,,,,
WRIGLEYS DOUBLEMINT GUM PEPPERMINT 4GUM TABS,WRI.PEPPERMINT,17041000,89007679,GST @18%,5,5,-3,3.68,-11.04,"CHOCOLATES,SWEETS AND CANDIES",WRIGLEYS,CHEWING GUM,,,,
MCVITIES FRUIT BAKES 100GM,MCVITIES FRUIT BAKES,1905,8906030000000,GST @12%,40,40,15,31.75,476.25,BISCUITS,MC VITIES ,<Add New>,,,,
SANTOOR SOAP SANDAL & ALMOND MILK 4X100GM,SANT.S.SANDAL&ALMOND,34011190,8901400000000,GST @12%,94,94,1,78.83,78.83,PERSONAL CARE,SANTOOR,SKIN CARE,,,,
SANTOOR HAND WASH NATURAL GERM PROTECTION 215ML,SAN.H/W.NAT.GERM PRO,33012000,8901400000000,GST @28%,81,81,1,65.45,65.45,PERSONAL CARE,SANTOOR,SKIN CARE,,,,
SANTOOR HAND WASH EXTRA GENTLE MOISTURISING GERM PROTECTION 215ML,SAN.H/W.EXTRA GENTLE,33012000,8901400000000,GST @28%,81,81,1,65.45,65.45,PERSONAL CARE,SANTOOR,SKIN CARE,,,,
SANTOOR HAND WASH SOFT & SENSITIVE GERM PROTECTION 215ML,SAN.H/W.SOFT&SENSITI,33012000,8901400000000,GST @28%,81,81,0,65.45,0,PERSONAL CARE,SANTOOR,SKIN CARE,,,,
DURACELL AA TURBOMAX BUY3GET1FREE,DURACELL AA BUY3GET1,0,5000390000000,GST @28%,114,114,3,77.32,231.96,ELECTRONIC ITEMS,DURACELL,BATTERIES,,,,
VEEBA PIZZA-ON-A-SLICE SANDWICH SPREAD 310GM,VEEBA PIZZA-ON-A-SLI,21032000,8906070000000,GST @12%,89,89,2,63.57,127.14,"SAUCES,JAMS,PICKLES",VEEBA,SACUES,,,,
VEEBA CHILLI MAYONNAISE EGGLESS 275GM,VEEBA CHILLI MAYONNA,21039030,8906070000000,GST @12%,84,84,1,60,60,"SAUCES,JAMS,PICKLES",VEEBA,SACUES,,,,
VEEBA WHITE PASTA DRESSING 285GM,VEEBA WHITE PASTA DR,21039030,8906070000000,GST @12%,99,99,3,70.71,212.13,"SAUCES,JAMS,PICKLES",VEEBA,SACUES,,,,
VEEBA CHEESE & MUSHROOM SANDWICH SPREAD 280GM,VEEBA CHEESE & MUSHR,21039030,8906070000000,GST @12%,94,94,1,67.15,67.15,"SAUCES,JAMS,PICKLES",VEEBA,SACUES,,,,
VEEBA GARLIC CHILLI SPREAD & DIP 335GM,VEEBA GARLIC CHILLI,21039020,8906070000000,GST @12%,99,99,1,70.71,70.71,"SAUCES,JAMS,PICKLES",VEEBA,SACUES,,,,
CORNITOS POP N CRUNCH ROASTED CASHEW CRACK PEPPER 200GM,CORNITOS POP N CRUNC,0,8906080000000,Tax 5%,375,375,4,285.71,1142.84,FRUITS & VEGETABLES,CORNITOS,DRY FRUITS,,,,
DHAMPUR GREEN DEMERARA SUGAR 4GM,DHAMPUR GREEN SUGAR,0,16428,GST @0%,1,1,210,0.61,128.1,"GROCERY,DALS",DHAMPUR SUGAR,"SALT,SUGAR AND GUD",,,,
KWALITY WALLS ICE CREAM CORNETTO DISC RED VELVET 120ML,K.W.I/C RED VELVET,2105,8901030000000,GST @18%,55,55,10,38.84,388.4,"FROZEN FOODS,ICE-CREAM",KWALITY,ICE CREAM,,,,
FAIR & LOVELY FACEWASH FAIRNESS CLEAN-UP 20GM,FAI.F/W.FAIRNESS,33049910,8901030000000,GST @18%,20,20,5,15.41,77.05,PERSONAL CARE,FAIR & LOVELY ,SKIN CARE,,,,
AMUL ICE CREAM ASLI AAM 80ML,AMUL.I/C.ASLI AAM,2105000,8901260000000,GST @18%,30,30,0,20.97,0,"FROZEN FOODS,ICE-CREAM",AMUL,ICE CREAM,,,,
GODREJ SHAVING CREAM LEMON FRESH 50GM,GOD SHV CRE LEMON FR,0,8901020000000,GST @12%,30,30,2,24.24,48.48,PERSONAL CARE,GODREJ,SHAVING NEEDS,,,,
MCCAIN SAMOSA CHEESE JALAPENO 240GM,MCC.SAM.CHE.JALAPENO,20049000,8906000000000,GST @12%,125,125,3,93.05,279.15,"FROZEN FOODS,ICE-CREAM",MC CAIN,FROZEN VEG ,,,,
MCCAIN SAMOSA CHEESE PIZZA 240GM,MC.SAMO.CHEESE PIZZA,20049000,8906000000000,GST @12%,120,120,3,89.3,267.9,"FROZEN FOODS,ICE-CREAM",MC CAIN,FROZEN VEG ,,,,
MCCAIN SAMOSA CHEESE CORN 240GM,MC.SAMO.CHEESE CORN,20049000,8906000000000,GST @12%,120,120,6,89.3,535.8,"FROZEN FOODS,ICE-CREAM",MC CAIN,FROZEN VEG ,,,,
NESTLE KITKAT DUO COFFEE FLAVOUR 12.8GM,NESTLE KITKAT DUO CO,19053211,8901060000000,GST @28%,10,10,114,7.1,809.4,"CHOCOLATES,SWEETS AND CANDIES",NESTLE,CHOCOLATES,,,,
NIVEA MEN DEO ROLL ON SILVER PROTECT 50ML,NIVEA MEN DEO ROLL O,33072000,4005900000000,GST @18%,165,165,2,123.74,247.48,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA MEN DEO PROTECT & CARE 50ML,NIVEA MEN DEO PROTEC,33072000,4005900000000,GST @18%,165,165,3,123.74,371.22,PERSONAL CARE,NIVEA,SKIN CARE,,,,
PARLE 20-20 CASHEW BUTTER COOKIES 200GM,PARLE 20-20 CASHEW B,1905,8901720000000,GST @18%,25,25,12,18.92,227.04,BISCUITS,PARLE,<Add New>,,,,
LEA & PERRINS WORCESTERSHIRE SAUCE 290ML,LEA & PERRINS WORCES,0,5000110000000,Tax 5%,160,160,1,150,150,"SAUCES,JAMS,PICKLES",<Add New>,SACUES,,,,
ITCH GUARD 20GM,ITCH GUARD 20GM,0,8901180000000,Tax 5%,78,78,0,61.9,0,SPORTS,ITCH GUARD,SKIN CARE,,,,
TETLEY SUPER GREEN TEA IMMUNE CITRUS & HONEY 10BAGS,TETLEY SUPER GREEN T,902,8901050000000,GST @5%,65,65,0,52.46,0,DRINKS AND BEVERAGES,TETLEY,TEA AND COFFEE,,,,
TETLEY SUPER GREEN TEA BOOST LIME & MINT 10BAGS,TETLEY SUPER GREEN T,902,8901050000000,GST @5%,65,65,0,52.46,0,DRINKS AND BEVERAGES,TETLEY,TEA AND COFFEE,,,,
ORGANIC NATION KASHMIR HONEY 225GM,OR.NA.KSHMIR HONEY,0,8906050000000,Tax 5%,200,200,0,142.86,0,HEALTH,ORGANIC NATION,ORGANIC GROCERY,,,,
ORGANIC NATION ORGANIC HONEY WILD FOREST 225GM,ORG.NAT.HONEY,0,8906050000000,Tax 5%,160,160,1,114.29,114.29,HEALTH,ORGANIC NATION,ORGANIC GROCERY,,,,
KELLOGGS OATS TOMATO SALSA 500GM,KELLOGGS OATS TOMATO,19049000,8901500000000,GST @18%,175,175,2,134.82,269.64,BREAKFAST CEREALS,KELLOGGS,OATS,,,,
VEGETABLE SPRING ROLL 250M,VEGETABLE SPRING ROL,0,8908000000000,GST @12%,144,144,2,102.4,204.8,"SNACKS,CHIPS",<Add New>,SNACKS,,,,
VEG PARTY SAMOSA 500GM,VEG PARTY SAMOSA 500,0,8908000000000,GST @12%,170,170,1,120.9,120.9,"SNACKS,CHIPS",<Add New>,SNACKS,,,,
MAYBELLINE COLOSSAL KAJAL DEEP BLACK 0.35GM,MAY.COLOR.DEEP BLACK,33042000,6946540000000,GST @18%,180,180,-3,132.65,-397.95,PERSONAL CARE,MAYBELLINE,<Add New>,,,,
SUNDROP PEANUT BUTTER CREAMY 924GM,SUNDROP PEANUT BUTTE,20081100,8901510000000,GST @12%,285,285,0,231.33,0,"GROCERY,DALS",SUNDROP,BREAD AND BAKERY,,,,
GUBB TWEEZER SLANT TIP,GUBB TWEEZER SLANT T,0,8906000000000,GST @12%,39,39,24,24.26,582.24,PERSONAL CARE,GUBB,HAIR CARE,,,,
GUBB NAIL FILE,GUBB NAIL FILE,0,8906000000000,GST @12%,25,25,24,15.55,373.2,PERSONAL CARE,GUBB,<Add New>,,,,
SETWET DEO COOL 2X75ML,SET WET DEO CO2X75ML,0,8901090000000,GST @12%,180,180,1,145.01,145.01,PERSONAL CARE,SETWET,DEOS AND PERFUMES,,,,
PONDS WHITE BEAUTY SUN DULLNESS REMOVAL DAILY FACIAL SCRUB 100GM,PONDS WHITE BEAUTY S,34013090,8901030000000,GST @18%,205,205,3,152.39,457.17,PERSONAL CARE,PONDS,SKIN CARE,,,,
GOWARDHAN NATTURAL CHEESE COLBY 200GM,GOWARDHAN NATTURAL C,0,8906000000000,GST @12%,149,149,1,105.96,105.96,BREAD AND DAIRY,GOWARDHAN,DAIRY PRODUCTS,,,,
KRAVOUR WAFER STRAWBERRY FLAVOURED BISCUITS 150GM,KRA.WAFER STRAWBERRY,19053290,8906070000000,GST @18%,50,50,4,35.3,141.2,BISCUITS,KRAVOUR,WAFERS,,,,
KRAVOUR WAFER STRAWBERRY FLAVOURED BISCUITS 75GM,KRA.WAFER STRAWBERRY,19053290,8906070000000,GST @18%,25,25,3,17.65,52.95,BISCUITS,KRAVOUR,WAFERS,,,,
KRAVOUR WAFER CHOCO FLAVOURED BISCUITS 75GM,KRA.WAFER CHOCO,19053290,8906070000000,GST @18%,25,25,1,17.65,17.65,BISCUITS,KRAVOUR,WAFERS,,,,
KRAVOUR WAFER VANILLA FLAVOURED BISCUITS 75GM,KRA.WAFER.VANILLA,19053290,8906070000000,GST @18%,25,25,0,17.65,0,BISCUITS,KRAVOUR,WAFERS,,,,
KRAVOUR DIP-IT STICKS VANILLA  FLAVOURED 50GM,KRAVOUR DI FLAVOURE,0,8906070000000,GST @18%,50,50,4,37,148,BISCUITS,KRAVOUR,<Add New>,,,,
KRAVOUR DIP-IT STICKS STRAWBERRY FLAVOURED 50GM,KRA.DIP IT STRAWBERR,0,8906070000000,GST @12%,50,50,2,37,74,BISCUITS,KRAVOUR,<Add New>,,,,
CAVENDISH & HARVEY STRAWBERRY DROPS FILLED 175GM,C&V STRAWBERRY DROPS,17049090,4037720000000,GST @12%,225,225,0,167.41,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
CAVENDISH & HARVEY WILD BERRY DROPS 175GM,CAV&HAR.WILD BERRY D,17049090,4037720000000,GST @18%,200,200,0,141.25,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
CAVENDISH & HARVEY TROPICAL FRUIT DROPS 175GM,CAV&TROPICAL FRUIT,17049090,4037720000000,GST @18%,200,200,0,141.25,0,"CHOCOLATES,SWEETS AND CANDIES",CAVENDISH&HARVEY,TOFFEES AND CANDY,,,,
